0,0,5.08537004743865E28
0,10000000000,5.095290121128101E28
0,20000000000,5.105048846705889E28
0,30000000000,5.114637286695555E28
0,40000000000,5.124046284929059E28
0,50000000000,5.133266468389901E28
0,60000000000,5.142288249632811E28
0,70000000000,5.151101829813833E28
0,80000000000,5.1596972023649465E28
0,90000000000,5.168064157347492E28
0,100000000000,5.176192286518596E28
0,110000000000,5.184070989144602E28
0,120000000000,5.191689478595044E28
0,130000000000,5.199036789750055E28
0,140000000000,5.206101787253208E28
0,150000000000,5.212873174640586E28
0,160000000000,5.219339504375507E28
0,170000000000,5.225489188816548E28
0,180000000000,5.2313105121444515E28
0,190000000000,5.236791643271207E28
0,200000000000,5.24192064975181E28
0,210000000000,5.246685512716189E28
0,220000000000,5.251074142835352E28
0,230000000000,5.255074397332012E28
0,240000000000,5.258674098041769E28
0,250000000000,5.261861050526397E28
0,260000000000,5.264623064235824E28
0,270000000000,5.26694797371012E28
0,280000000000,5.268823660807085E28
0,290000000000,5.27023807793506E28
0,300000000000,5.271179272264151E28
0,310000000000,5.271635410882436E28
0,320000000000,5.27159480685668E28
0,330000000000,5.271045946149925E28
0,340000000000,5.269977515340822E28
0,350000000000,5.268378430081952E28
0,360000000000,5.266237864226672E28
0,370000000000,5.263545279546147E28
0,380000000000,5.2602904559504605E28
0,390000000000,5.2564635221198375E28
0,400000000000,5.252054986444485E28
0,410000000000,5.247055768163971E28
0,420000000000,5.241457228590038E28
0,430000000000,5.235251202289803E28
0,440000000000,5.228430028100081E28
0,450000000000,5.2209865798376235E28
0,460000000000,5.21291429656495E28
0,470000000000,5.20420721226687E28
0,480000000000,5.19485998478922E28
0,490000000000,5.184867923888305E28
0,500000000000,5.174227018237854E28
0,510000000000,5.162933961239282E28
0,520000000000,5.150986175481347E28
0,530000000000,5.138381835696607E28
0,540000000000,5.1251198900646496E28
0,550000000000,5.111200079715829E28
0,560000000000,5.0966229562942575E28
0,570000000000,5.081389897445024E28
0,580000000000,5.065503120098275E28
0,590000000000,5.048965691431349E28
0,600000000000,5.031781537400335E28
0,610000000000,5.013955448743368E28
0,620000000000,4.995493084370345E28
0,630000000000,4.97640097206685E28
0,640000000000,4.956686506454305E28
0,650000000000,4.936357944163353E28
0,660000000000,4.915424396193021E28
0,670000000000,4.893895817444613E28
0,680000000000,4.871782993435779E28
0,690000000000,4.849097524217224E28
0,700000000000,4.825851805531482E28
0,710000000000,4.802059007270268E28
0,720000000000,4.77773304930355E28
0,730000000000,4.752888574770031E28
0,740000000000,4.727540920934472E28
0,750000000000,4.701706087732532E28
0,760000000000,4.675400704138071E28
0,770000000000,4.648641992501199E28
0,780000000000,4.621447731017587E28
0,790000000000,4.593836214500502E28
0,800000000000,4.565826213636672E28
0,810000000000,4.537436932915266E28
0,820000000000,4.508687967426052E28
0,830000000000,4.479599258727842E28
0,840000000000,4.450191049991988E28
0,850000000000,4.420483840627661E28
0,860000000000,4.390498340595943E28
0,870000000000,4.360255424618677E28
0,880000000000,4.329776086485204E28
0,890000000000,4.299081393655933E28
0,900000000000,4.268192442356124E28
0,910000000000,4.237130313346256E28
0,920000000000,4.2059160285472915E28
0,930000000000,4.174570508689813E28
0,940000000000,4.1431145321458485E28
0,950000000000,4.111568695091002E28
0,960000000000,4.079953373132767E28
0,970000000000,4.0482886845283785E28
0,980000000000,4.016594455102699E28
0,990000000000,3.984890184963396E28
0,1000000000000,3.9531950170972824E28
10000000000,0,4.962896200423469E28
10000000000,10000000000,4.972751807638289E28
10000000000,20000000000,4.982451097653493E28
10000000000,30000000000,4.991985112102545E28
10000000000,40000000000,5.001344664710174E28
10000000000,50000000000,5.010520342790837E28
10000000000,60000000000,5.0195025093373345E28
10000000000,70000000000,5.028281305736206E28
10000000000,80000000000,5.03684665514687E28
10000000000,90000000000,5.045188266581806E28
10000000000,100000000000,5.053295639725191E28
10000000000,110000000000,5.061158070527241E28
10000000000,120000000000,5.068764657611262E28
10000000000,130000000000,5.076104309529842E28
10000000000,140000000000,5.083165752905777E28
10000000000,150000000000,5.089937541492296E28
10000000000,160000000000,5.0964080661856856E28
10000000000,170000000000,5.10256556602181E28
10000000000,180000000000,5.108398140185869E28
10000000000,190000000000,5.113893761062431E28
10000000000,200000000000,5.119040288349931E28
10000000000,210000000000,5.1238254842607275E28
10000000000,220000000000,5.128237029824173E28
10000000000,230000000000,5.132262542306245E28
10000000000,240000000000,5.135889593754817E28
10000000000,250000000000,5.139105730674889E28
10000000000,260000000000,5.141898494832733E28
10000000000,270000000000,5.14425544518236E28
10000000000,280000000000,5.146164180901471E28
10000000000,290000000000,5.1476123655176245E28
10000000000,300000000000,5.148587752098413E28
10000000000,310000000000,5.149078209472182E28
10000000000,320000000000,5.14907174943816E28
10000000000,330000000000,5.148556554917012E28
10000000000,340000000000,5.147521008984572E28
10000000000,350000000000,5.145953724723151E28
10000000000,360000000000,5.143843575816232E28
10000000000,370000000000,5.141179727803645E28
10000000000,380000000000,5.137951669905719E28
10000000000,390000000000,5.134149247316082E28
10000000000,400000000000,5.129762693854401E28
10000000000,410000000000,5.124782664861822E28
10000000000,420000000000,5.119200270214023E28
10000000000,430000000000,5.113007107318877E28
10000000000,440000000000,5.106195293958796E28
10000000000,450000000000,5.098757500830971E28
10000000000,460000000000,5.090686983633029E28
10000000000,470000000000,5.081977614536267E28
10000000000,480000000000,5.072623912884512E28
10000000000,490000000000,5.062621074953281E28
10000000000,500000000000,5.051965002601727E28
10000000000,510000000000,5.040652330648657E28
10000000000,520000000000,5.028680452804237E28
10000000000,530000000000,5.016047545990142E28
10000000000,540000000000,5.002752592883926E28
10000000000,550000000000,4.9887954025273205E28
